permalink,name,homepage_url,category_list,funding_total_usd,status,country_code,state_code,region,city,funding_rounds,founded_at,first_funding_at,last_funding_at
/organization/ample-hills-creamery,Ample Hills Creamery,http://amplehills.com/index.html,Specialty Foods,4000000,operating,USA,NY,New York City,Brooklyn,1,01-01-2011,16-11-2015,16-11-2015
/organization/amplidata,Amplidata,http://www.amplidata.com,Analytics|Cloud Computing|Cloud Data Services,44074955,acquired,BEL,8,Brussels,Lochristi,6,01-01-2008,26-05-2010,08-09-2014
/organization/amplience,Amplience,http://amplience.com,Brand Marketing|E-Commerce,28192646,operating,GBR,H9,London,London,5,01-01-2008,22-02-2011,19-11-2015
/organization/amplifinity,Amplifinity,http://www.amplifinity.com,Brand Marketing|Enterprise Software|Marketing Automation|Technology,15589114,operating,USA,MI,Detroit,Ann Arbor,4,01-01-2011,10-01-2010,20-05-2015
/organization/amplify,Amplify,http://amplify.com,Blogging Platforms|Curated Web|Education|Networking|Social Media,450000,operating,USA,NY,New York City,Brooklyn,1,12-07-2000,06-05-2015,06-05-2015
/organization/amplify-health,Amplify Health,http://amplifyhealth.com,Health and Wellness|Health Care,-,operating,USA,CA,SF Bay Area,San Francisco,2,01-01-2011,01-06-2013,13-12-2013
/organization/amplify-la,Amplify.LA,http://amplify.la,Finance,8100000,operating,USA,CA,Los Angeles,Venice,2,01-12-2011,09-08-2013,15-01-2014
/organization/amplimed-corporation,AmpliMed Corporation,http://amplimed.com,Biotechnology,14140433,closed,USA,AZ,Tucson,Tucson,3,01-01-1989,14-01-2008,03-03-2010
/organization/amplimmune,Amplimmune,http://www.amplimmune.com,Biotechnology|Health and Wellness|Medical|Pharmaceuticals,20000000,acquired,USA,MD,"Washington, D.C.",Rockville,1,,01-01-2006,01-01-2006
/organization/amplio-group,Amplio Group,http://www.amplio-group.com,Finance,22094400,operating,GBR,H9,London,London,1,,02-11-2011,02-11-2011
/organization/amplion-clinical-communications,Amplion Clinical Communications,http://www.amplionalert.com,Health Care,6706000,operating,USA,TN,Nashville,Nashville,3,01-01-1979,01-09-2012,01-09-2013
/organization/amplion-research,Amplion Research,http://amplion.com,Biotechnology,1000000,operating,USA,OR,Eugene,Bend,1,01-01-2013,07-01-2015,07-01-2015
/organization/ampliphi-biosciences,AmpliPhi Biosciences,http://ampliphibio.com,Biotechnology,43990999,ipo,USA,VA,Richmond,Richmond,4,01-01-1989,25-02-2013,11-03-2015
/organization/amplisense,AmpliSense,http://www.amplisense.com/,Child Care|Cloud Data Services|Hardware + Software|Medical Devices|Mobile Health,205032,operating,FRA,A8,FRA - Other,Voisins-le-bretonneux,3,01-12-2012,01-01-2013,01-07-2014
/organization/amplitude,Amplitude,http://amplitude.com,Analytics|Big Data|Mobile Analytics|SaaS,11000000,operating,USA,CA,SF Bay Area,San Francisco,4,01-01-2012,01-01-2012,05-08-2015
/organization/amplitude-2,Amplitude,http://amplitude-technologies.com/,Electronics,39079461,operating,FRA,A8,Ã‰vry,Évry,1,01-01-2001,25-01-2012,25-01-2012
/organization/amplus,Amplus,,Consulting,-,operating,USA,NV,Las Vegas,Las Vegas,1,27-02-2015,19-02-2015,19-02-2015
/organization/amplyx-pharmaceuticals,Amplyx Pharmaceuticals,http://www.amplyx.com/,Pharmaceuticals,42000000,operating,USA,CA,San Diego,San Diego,2,,18-08-2015,11-11-2015
/organization/amprice,amprice,http://www.amprice.de,Curated Web,467880,closed,DEU,6,Hanover,Hanover,1,25-05-2005,25-04-2008,25-04-2008
/organization/amprius,Amprius,http://www.amprius.com,Nanotechnology,55000000,operating,USA,CA,SF Bay Area,Sunnyvale,2,01-01-2008,03-03-2011,06-01-2014
/organization/ampsocial,AMPSocial,http://www.ampsocial.io,Social Media|Software,-,operating,USA,CA,Los Angeles,Los Angeles,1,10-10-2014,10-10-2014,10-10-2014
/organization/ampt,Ampt,http://www.ampt.com,Energy|Innovation Management|Technology,25000000,operating,USA,CO,Fort Collins,Fort Collins,1,,15-07-2015,15-07-2015
/organization/ampt-animal-inc,Ampt Animal Inc.,http://www.amptanimal.com/,,100000,operating,USA,WA,Seattle,Seattle,1,01-09-2014,04-11-2015,04-11-2015
/organization/ampulse,Ampulse,http://www.ampulse.com,Legal,15980000,operating,USA,CO,Denver,Golden,4,01-01-2007,01-11-2009,11-10-2012
/organization/ampush-media,Ampush,http://ampush.com,Advertising|Advertising Platforms|Digital Media|Mobile Advertising,15000000,operating,USA,CA,SF Bay Area,San Francisco,1,01-10-2009,20-10-2015,20-10-2015
/organization/ampy,AMPY,http://www.getampy.com,Energy|Technology,950000,operating,USA,IL,Chicago,Chicago,2,16-01-2013,07-04-2014,22-10-2015
/organization/amras-venture,Amras Venture,,Embedded Hardware and Software|Internet of Things,929,operating,,,,,1,01-06-2014,01-06-2014,01-06-2014
/organization/amresorts,AMResorts,http://amresorts.com,Public Relations,-,operating,USA,PA,Philadelphia,Newtown Square,1,01-01-2001,07-01-2013,07-01-2013
/organization/amrest-2,Amrest,https://www.amrest.eu/en,Restaurants,-,operating,POL,72,Wroclaw,Wroclaw,1,01-01-1993,15-08-2015,15-08-2015
/organization/amrit-advanced-biotech,Amrit Advanced Biotech,,Biotechnology,3242399,operating,GBR,C3,London,Cambridge,3,03-03-2007,01-04-2007,01-10-2009
/organization/amromco-energy,Amromco Energy,http://www.amromco.com,Clean Technology,-,operating,USA,TX,Houston,Houston,1,,19-09-2011,19-09-2011
/organization/ams-ag,ams AG,http://ams.com,Semiconductors,149938635,ipo,AUT,6,AUT - Other,Unterpremstatten,1,01-01-1981,29-07-2011,29-07-2011
/organization/ams-qi,AMS-Qi,http://www.ams-qi.com,Electrical Distribution|Mechanical Solutions|Test and Measurement,50000,operating,USA,MA,Boston,Cambridge,1,,30-10-2013,30-10-2013
/organization/ams-sciences,AMS Sciences,,,121868,operating,,,,,1,,16-09-2014,16-09-2014
/organization/ams-varicode,AMS VariCode,http://www.amsvaricode.com,Software,-,operating,USA,AZ,Phoenix,Scottsdale,1,03-03-1998,15-07-2014,15-07-2014
/organization/amsafe-aviation,AmSafe,http://www.amsafe.com/,,-,acquired,USA,AZ,Phoenix,Phoenix,1,01-01-1985,01-09-2004,01-09-2004
/organization/amsc,AMSC,http://www.amsc.com,Clean Technology,25000000,ipo,USA,MA,Boston,Devens,1,01-01-1987,20-04-2012,20-04-2012
/organization/amstatz,amSTATZ,http://amstatz.com,Curated Web,1865000,operating,USA,IL,Chicago,Chicago,2,01-01-2012,13-01-2013,26-06-2014
/organization/amsterdam-castle-ny,Amsterdam Castle NY,,Real Estate,-,operating,USA,NY,"Albany, New York",Amsterdam,1,23-07-2013,23-07-2014,23-07-2014
/organization/amsterdam-systems,QDEGA Loyalty Solutions GmbH,http://www.qdega.com,CRM|Local|Mobile|Retail|SaaS|Sales and Marketing|Shopping|Social Media,260000,operating,DEU,7,Cologne,Cologne,3,31-10-2012,01-10-2010,01-05-2011
/organization/amt,AMT,http://www.amt.com.cn/,EdTech|Education,7473841,operating,,,,,1,01-01-1998,01-10-2010,01-10-2010
/organization/amt-aircraft-management-technologies,AMT (Aircraft Management Technologies),http://www.flightman.com,Software|Transportation,6779357,operating,IRL,7,Dublin,Dublin,2,01-10-2000,19-02-2001,20-05-2002
/organization/amtec-lcc,Amtec,http://www.amtecinc.net,Consulting,5000000,closed,USA,FL,Palm Beaches,Boca Raton,1,01-01-1972,23-09-2005,23-09-2005
/organization/amteck,Amteck,http://www.amteck.com/,Construction,-,operating,USA,KY,Lexington,Lexington,1,01-01-1977,14-07-2015,14-07-2015
/organization/amtek-global-technologies,Amtek Global Technologies,,Manufacturing|New Technologies,292432833,operating,,,,,1,,10-11-2014,10-11-2014
/organization/amtt-figital-service-group,AMTT Digital Service Group,http://www.amtium.com,Games,10000000,operating,CHN,22,Beijing,Beijing,1,01-01-2008,16-03-2009,16-03-2009
/organization/amulaire-thermal-technology,Amulaire Thermal Technology,http://amulaire.com,Hardware + Software,9541187,operating,USA,CA,San Diego,San Diego,2,,19-10-2007,25-04-2009
/organization/amulet-pharmaceuticals,Amulet Pharmaceuticals,http://www.amuletpharma.com,Biotechnology,1700000,closed,USA,MD,"Washington, D.C.",Rockville,1,,05-03-2007,05-03-2007
/organization/amulyte,Amulyte,http://www.amulyte.com,Health Care,255000,operating,USA,CA,SF Bay Area,Mountain View,2,01-01-2012,01-03-2013,31-05-2013
/organization/amura,Amura,http://www.amura.co.uk,Biotechnology,1840000,operating,GBR,C3,GBR - Other,Babraham,1,,01-05-2005,01-05-2005
/organization/amusing-quest,Amusing Quest,http://www.amusingquest.com,Kids|Marketplaces|Social Commerce,250000,operating,USA,CA,SF Bay Area,Palo Alto,1,01-01-2013,01-02-2013,01-02-2013
/organization/amuso,Amuso,http://www.amuso.com,Brand Marketing|Content|Games|Networking,1500000,operating,GBR,H9,London,London,1,,13-10-2009,13-10-2009
/organization/amvac,AmVac,http://www.amvac.eu,Biotechnology,2800000,operating,CHE,24,Zurich,Zug,1,01-01-2005,11-02-2010,11-02-2010
/organization/amvona,Amvona,http://www.amvona.com,Blogging Platforms|Curated Web,1000000,operating,USA,MA,Worcester,Hardwick,1,01-01-1999,01-10-2006,01-10-2006
/organization/amvonet,AMVONET,http://www.amvonet.com,Software,250000,operating,USA,OH,Akron - Canton,Alliance,1,,14-11-2012,14-11-2012
/organization/amw-foundation,AMW Foundation,http://www.amw-foundation.org,Medical,2500,operating,USA,NC,Raleigh,Raleigh,1,01-03-2002,27-08-2014,27-08-2014
/organization/amw-gmbh,AMW GmbH,http://www.a-m-w.eu/,Pharmaceuticals,9192383,operating,,,,,1,,01-09-2014,01-09-2014
/organization/amware,Amware,http://amwarelogistics.com,Logistics,-,operating,USA,CO,Vail,Eagle,1,,30-05-2014,30-05-2014
/organization/amwins-group,AmWINS Group,http://www.amwins.com/,Distributors|Healthcare Services|Insurance,-,acquired,USA,NC,Charlotte,Charlotte,1,,20-04-2015,20-04-2015
/organization/amx,AMX,http://www.amx.com,Digital Signage|Software|Television,-,acquired,USA,TX,Dallas,Richardson,1,01-01-1982,31-03-1995,31-03-1995
/organization/amygdala-neuroscience,Amygdala Neuroscience,,,-,closed,,,,,1,,10-04-2015,10-04-2015
/organization/amylyx-pharmaceutical,Amylyx Pharmaceutical,http://amylyx.com/,Pharmaceuticals,1440000,operating,USA,MA,Boston,Cambridge,1,,17-11-2015,17-11-2015
/organization/amyris-biotechnologies,Amyris Biotechnologies,http://amyris.com/,Biotechnology|Chemicals|Clean Technology|Renewable Energies,417040423,ipo,USA,CA,SF Bay Area,Emeryville,10,01-01-2003,12-10-2006,27-02-2012
/organization/an-estuary,An Estuary,http://anestuary.com,Corporate Training|Software,100000,operating,USA,MD,Baltimore,Baltimore,1,10-04-2013,02-12-2013,02-12-2013
/organization/an-giang-plant-protection-joint-stock-company,An Giang Plant Protection Joint Stock Company,http://agpps.com.vn/home/,Agriculture|Financial Services|Startups,90000000,operating,VNM,,,,1,01-01-1933,29-09-2014,29-09-2014
/organization/anabios,AnaBios,http://www.anabios.com,Analytics,1318297,operating,USA,CA,San Diego,San Diego,1,,04-04-2011,04-04-2011
/organization/anacail,Anacail,http://www.anacail.com/,Services,3000000,operating,GBR,V2,Glasgow,Glasgow,1,,29-04-2015,29-04-2015
/organization/anacatum-design,AnaCatum,http://www.anacatum.com,Software,1481639,acquired,SWE,16,Linkoping,Linköping,1,,30-04-2012,30-04-2012
/organization/anacle-systems,Anacle Systems,http://www.anacle.com/main/index.php,Energy Management|Enterprise Software|Technology,1970000,operating,SGP,,Singapore,Singapore,2,,01-01-2007,01-12-2013
/organization/anacomp,Anacomp,http://www.anacomp.com,Consulting,7500000,acquired,USA,CA,San Diego,San Diego,1,01-01-1968,08-06-2009,08-06-2009
/organization/anaconda-pharma,Anaconda Pharma,http://www.anacondapharma.com,Biotechnology,3240000,operating,FRA,A8,Paris,Paris,1,,19-07-2010,19-07-2010
/organization/anacor-pharmaceutical,Anacor Pharmaceutical,http://www.anacor.com,Biotechnology|Health Care,198500000,ipo,USA,CA,SF Bay Area,Palo Alto,8,01-01-2000,01-11-2002,12-06-2013
/organization/anadigm,Anadigm,http://www.anadigm.com/,Semiconductors|Technology,15000000,closed,GBR,Z7,GBR - Other,Crewe,1,,02-10-2003,02-10-2003
/organization/anadys,Anadys,http://www.anadyspharma.com,Biotechnology,17500000,closed,USA,CA,San Diego,San Diego,1,,04-06-2009,04-06-2009
/organization/anaeco,Anaeco,http://www.anaeco.com/,Environmental Innovation,4000000,ipo,AUS,8,AUS - Other,Bentley,1,01-01-1999,06-02-2015,06-02-2015
/organization/anaergia,Anaergia,http://anaergia.com,Clean Technology,46256055,operating,CAN,ON,Toronto,Toronto,1,,07-10-2013,07-10-2013
/organization/anaerobics,AnAerobics,,Waste Management,15000000,closed,USA,NY,"Rochester, New York",Rochester,1,,15-10-2002,15-10-2002
/organization/anafocus,Anafocus,http://anafocus.com,Sensors,-,acquired,ESP,51,Seville,Seville,1,,01-07-2003,01-07-2003
/organization/anafore,Anafore,http://www.referralcandy.com/,Software,-,operating,USA,CA,Los Angeles,Torrance,1,01-01-2009,24-05-2011,24-05-2011
/organization/anagear,Anagear,http://www.anagear.com/,Internet of Things|Semiconductors,-,closed,NLD,6,NLD - Other,Rosmalen,1,09-02-2009,11-01-2012,11-01-2012
/organization/anagnostics,Anagnostics,http://www.anagnostics.com,Biotechnology|Health Diagnostics,3790000,operating,,,,,1,,27-02-2009,27-02-2009
/organization/anago,Anago,http://www.anago.com,,-,closed,,,,,1,01-01-2001,01-01-2002,01-01-2002
/organization/anagog,Anagog,http://www.anagog.com,Apps|Navigation|Parking|Social + Mobile + Local|Transportation,1000000,operating,ISR,5,Tel Aviv,Ramat Gan,1,01-01-2014,03-12-2014,03-12-2014
/organization/anagran-inc,Anagran,http://www.anagran.com,Web Hosting,34600000,closed,USA,CA,SF Bay Area,Sunnyvale,3,01-01-2004,16-11-2005,15-09-2008
/organization/anakage,Anakage,http://anakage.in/,Software,-,operating,IND,19,Bangalore,Bengaluru,1,01-01-2013,03-12-2015,03-12-2015
/organization/analiza,Analiza,http://www.analiza.com/,Biotechnology|Diagnostics|Pharmaceuticals,600000,operating,USA,OH,Cleveland,Cleveland,2,,22-08-2007,04-09-2008
/organization/analogix-semiconductor,Analogix Semiconductor,http://www.analogix.com,Semiconductors,39400000,operating,USA,CA,SF Bay Area,Santa Clara,3,01-03-2002,30-06-2005,17-08-2009
/organization/analogy-co,Analogy Co.,http://www.analogy.co/,Artificial Intelligence|Knowledge Management,587090.0143,operating,HUN,5,Budapest,Budapest,2,01-01-2014,01-01-2014,01-09-2015
/organization/analyst,Robinhood,https://www.robinhood.com/,Finance|Financial Services|Mobile|Personal Finance,66000000,operating,USA,CA,SF Bay Area,Palo Alto,3,01-01-2013,01-12-2013,07-05-2015
/organization/analyte-health,Analyte Health,,Health Care,38550000,operating,USA,IL,Chicago,Chicago,5,01-01-2007,31-10-2008,25-07-2012
/organization/analyte-logic,Analyte Logic,http://analytelogic.com,Biotechnology,700000,operating,USA,CO,Denver,Denver,1,01-01-2008,26-07-2012,26-07-2012
/organization/analytically-driven,Analytically Driven,http://analyticallydriven.com/,Analytics|Services|Software,-,operating,USA,NC,Charlotte,Charlotte,1,01-06-2015,19-08-2015,19-08-2015
/organization/analyticmate,Analyticmate,http://www.analyticmate.com,Analytics|Big Data|Security,1420000,operating,USA,CA,SF Bay Area,San Francisco,1,,01-09-2013,01-09-2013
/organization/analyticon-discovery,AnalytiCon Discovery,http://www.ac-discovery.com,Biotechnology,3040000,operating,DEU,11,Berlin,Potsdam,1,,28-04-2005,28-04-2005
/organization/analytics-engines,Analytics Engines,http://analyticsengines.com,Software,1515251,operating,GBR,R3,Belfast,Belfast,1,01-01-2008,04-03-2014,04-03-2014
/organization/analytics-for-life,Analytics For Life,http://analytics4life.com/,Biotechnology,1846400,operating,CAN,ON,Ottawa,Kingston,1,,02-06-2015,02-06-2015
/organization/analytics-quotient,Analytics Quotient,http://aqinsights.com,Advertising,19515,operating,USA,GA,Atlanta,Atlanta,1,01-01-2008,12-04-2010,12-04-2010
/organization/analyticsmd,analyticsMD,http://www.analyticsmd.com,Analytics|Big Data|Health Care|Optimization|Staffing Firms,120000,operating,USA,CA,SF Bay Area,Mountain View,2,,01-12-2014,14-04-2015
/organization/analyze,Analyze,http://analyzecorp.com,Software,805000,operating,USA,VA,"Washington, D.C.",Fairfax,1,01-01-2013,01-09-2015,01-09-2015
/organization/analyze-re,Analyze Re,http://www.analyzere.com,Analytics|Big Data Analytics|Enterprise Software|Finance Technology|Financial Services|FinTech|Insurance|Predictive Analytics,1346153,operating,CAN,NS,Halifax,Halifax,1,01-01-2013,05-11-2013,05-11-2013
/organization/anam-mobile,Anam Mobile,http://www.anam.com,Messaging,16940000,operating,IRL,7,Dublin,Dublin,1,01-01-1999,02-02-2006,02-02-2006
/organization/anametrix,Anametrix,http://anametrix.com,Analytics|Big Data|Internet|Media|SaaS,5550000,acquired,USA,CA,San Diego,San Diego,3,01-01-2010,03-09-2010,09-10-2012
/organization/ananas-2,Ananas,http://www.ananas.us,Design,20000,operating,USA,CO,Denver,Boulder,1,13-04-2015,18-11-2015,18-11-2015
/organization/anapa-biotech,Anapa Biotech,http://www.anapabiotech.com,Biotechnology|Health Diagnostics,1000000,operating,DNK,17,DNK - Other,Hvidovre,1,,25-01-2007,25-01-2007
/organization/anaphore,Anaphore,http://www.anaphoreinc.com,Biotechnology,24300000,closed,USA,CA,San Diego,La Jolla,3,01-01-2008,31-01-2008,09-06-2009
/organization/anaplan,Anaplan,http://www.anaplan.com,Cloud Computing|Enterprise Software,144400000,operating,USA,CA,SF Bay Area,San Francisco,3,01-01-2006,19-01-2012,13-05-2014
/organization/anapsis,Anapsis,http://www.anapsis.com,Analytics,100000,operating,USA,CA,SF Bay Area,San Francisco,1,,01-06-2013,01-06-2013
/organization/anaptysbio,AnaptysBio,http://www.anaptysbio.com,Biotechnology,85946511,operating,USA,CA,San Diego,San Diego,5,01-01-2005,31-07-2006,15-07-2015
/organization/anaqua,Anaqua,http://anaqua.com,Software,125000000,operating,USA,MA,Boston,Boston,2,01-01-2004,17-07-2013,17-10-2013
/organization/anatexis,Anatexis,http://www.yesmyboss.tripleclicks.com,E-Commerce,5000,operating,UGA,37,Kampala,Kampala,1,20-12-2013,25-02-2014,25-02-2014
/organization/anatole,Anatole,http://www.anatole.net,Software,3241000,operating,FRA,A8,Paris,Courbevoie,2,,13-06-2006,03-11-2010
/organization/anatrope,Anatrope,,Fleet Management|Location Based Services|Services,50000,operating,,,,,1,,02-03-2015,02-03-2015
/organization/anavex,Anavex,http://anavex.com,Biotechnology,12600000,closed,USA,NY,New York City,New York,2,,08-07-2013,19-03-2014
/organization/anbado-video,Anbado Video,http://anbado.com/,Video,-,operating,,,,,1,02-03-2013,01-04-2014,01-04-2014
/organization/ancanco,Ancanco,http://www.turningmillenergy.com,Commercial Solar|Energy Management|Renewable Energies,-,operating,USA,MA,Cape Cod,Cotuit,1,11-11-2013,17-10-2013,17-10-2013
/organization/ancatt,AnCatt,,Energy Efficiency|Manufacturing|Sustainability,231100,operating,USA,DE,"Wilmington, Delaware",New Castle,5,,20-06-2012,01-06-2015
/organization/ancera,Ancera,http://ancera.com/,Biotechnology|Health Diagnostics,1277500,operating,USA,CT,Hartford,Branford,2,01-01-2011,14-03-2013,25-11-2013
/organization/ancestry-com,Ancestry,http://ancestry.com,E-Commerce|Internet,333200000,ipo,USA,UT,Salt Lake City,Provo,2,01-01-1983,01-09-1999,16-10-2007
/organization/anchanto,Anchanto,http://www.anchanto.com,E-Commerce,-,operating,SGP,,Singapore,Singapore,2,17-07-2011,05-04-2014,12-11-2015
/organization/anchiva-systems,Anchiva Systems,http://www.anchiva.com,Web Hosting,7000000,operating,USA,CA,SF Bay Area,San Jose,1,01-10-2004,01-05-2006,01-05-2006
/organization/anchor-3,Anchor™,http://AnchorWorks.com,Web Hosting,3500000,operating,USA,CA,SF Bay Area,San Francisco,1,01-04-2011,01-04-2011,01-04-2011
/organization/anchor-bay-technologies,Anchor Bay Technologies,http://anchorbaytech.com,Semiconductors|Video,10000000,acquired,USA,CA,SF Bay Area,Campbell,2,01-10-2001,16-05-2003,29-01-2007
/organization/anchor-fabrication,Anchor Fabrication,http://www.anchorfabrication.com,Material Science,25000000,operating,USA,SC,SC - Other,Texas,1,01-01-1990,17-07-2015,17-07-2015
/organization/anchor-id-inc,Anchor ID,http://anchorid.com,Biometrics|IaaS|Identity|Identity Management|Mobile|Online Identity|SaaS|Security|Software|Startups,830000,operating,USA,NY,New York City,Kingston,3,15-01-2014,02-07-2014,05-08-2015
/organization/anchor-semiconductor,Anchor Semiconductor,http://www.anchorsemi.com,Semiconductors,7200000,operating,USA,CA,SF Bay Area,Santa Clara,1,,03-10-2006,03-10-2006
/organization/anchor-therapeutics,Anchor Therapeutics,http://www.anchortx.com,Biotechnology,10000000,operating,USA,MA,Boston,Cambridge,1,01-01-2006,20-08-2010,20-08-2010
/organization/anchor-travel,anchor.travel,http://anchor.travel/,Leisure|Marketplaces|Sports|Travel,-,operating,CYP,4,Cyprus,Nicosia,1,,01-01-2013,01-01-2013
/organization/anchorfree,AnchorFree,http://www.anchorfree.com,Mobile Security|Privacy|Security|Wireless,62800000,operating,USA,CA,SF Bay Area,Menlo Park,3,28-11-2005,01-01-2006,21-05-2012
/organization/anchorintelligence,Anchor Intelligence,http://www.anchorintelligence.com,Advertising,6000000,closed,USA,CA,SF Bay Area,Mountain View,2,01-01-2007,01-01-2007,01-09-2007
/organization/anchovi-labs,Anchovi Labs,http://www.anchovi.com,Photography,15000,closed,,,,,1,01-11-2011,11-06-2012,11-06-2012
/organization/ancoa-software,Ancoa Software,http://www.ancoa.com,Big Data Analytics|Data Visualization|FinTech|Fraud Detection,6367595,operating,GBR,H9,London,London,2,10-05-2010,19-12-2014,21-09-2015
/organization/ancora-pharmaceuticals,Ancora Pharmaceuticals,http://www.ancorapharma.com,Biotechnology,800000,operating,USA,MA,Boston,Medford,2,01-01-2001,03-05-2007,09-11-2009
/organization/anctu,Anctu,http://anctu.com,Enterprise Software|Social Media Marketing|Software,30000,operating,HRV,10,Osijek,Osijek,1,09-02-2012,03-05-2013,03-05-2013
/organization/anda,Anda,http://www.andanet.com/login.htm,Health and Wellness,155000,ipo,USA,FL,Ft. Lauderdale,Weston,1,01-01-1992,03-12-2013,03-12-2013
/organization/anda-networks,ANDA Networks,http://www.andanetworks.com,Mobile,10500000,operating,USA,CA,SF Bay Area,Sunnyvale,1,01-01-1998,06-06-2006,06-06-2006
/organization/andalyze,ANDalyze,http://andalyze.com,Analytics|Biotechnology|Clean Technology|Water Purification,4313980,operating,USA,IL,"Springfield, Illinois",Champaign,4,01-01-2005,31-01-2012,05-12-2014
/organization/andaman7,Andaman7,http://www.andaman7.com,Health Care|mHealth|Mobile Health,1430662.397,operating,,,,,1,07-11-2014,03-11-2015,03-11-2015
/organization/andapt,AnDAPT,http://www.andapt.com/,Digital Media|Innovation Management|Technology,-,operating,USA,CA,SF Bay Area,Santa Clara,1,,05-11-2014,05-11-2014
/organization/andbio,ANDbio,https://www.andbio.com/,Biotechnology|Medical,-,operating,,,,,1,04-07-2010,06-11-2014,06-11-2014
/organization/andean-designs,Andean Designs,http://www.andean-designs.com,Design,40000,operating,CHL,14,CHL - Other,Puerto Varas,1,01-10-2011,10-04-2012,10-04-2012
/organization/andegavia-cask-wines,Andegavia Cask Wines,http://www.andegavia.com,Consumer Goods|E-Commerce|Wine And Spirits,900000,operating,USA,CA,Napa Valley,Napa,2,15-07-2013,15-12-2013,31-07-2014
/organization/andel,Andel,http://www.andel.co.uk,Hardware + Software,1140000,operating,GBR,G8,Huddersfield,Huddersfield,1,01-01-1992,07-10-2008,07-10-2008
/organization/andela,Andela,http://www.andela.com/,Recruiting|Software,13000000,operating,USA,NY,New York City,New York,2,21-05-2014,23-09-2014,25-06-2015
/organization/andera,Andera,http://andera.com,Finance,9350000,acquired,USA,RI,Providence,Providence,2,01-06-2000,01-05-2008,27-09-2010
/organization/anderson-aerospace,Anderson Aerospace,http://www.anderson-aerospace.com,Aerospace|Manufacturing,250000,operating,USA,OH,Akron - Canton,Kent,1,,26-10-2011,26-10-2011
/organization/andersonbrecon,AndersonBrecon,http://andersonbrecon.com,Biotechnology,75000000,acquired,USA,IL,Rockford,Rockford,1,01-01-2006,13-05-2013,13-05-2013
/organization/andesfactory,AndesFactory,http://www.andesfactory.com,Incubators,97956,operating,PER,15,Lima,Lima,2,,01-04-2013,01-02-2014
/organization/andevices,ANDevices,http://www.andevices.com/,,-,acquired,USA,CA,SF Bay Area,Fremont,1,,20-02-2004,20-02-2004
/organization/andiamo-systems,Andiamo Systems,http://www.andiamo.com/,Brand Marketing|Business Development|Corporate Wellness,-,acquired,USA,CA,SF Bay Area,San Francisco,1,,02-11-1999,02-11-1999
/organization/andiast,ANDIAST,http://www.andiast.com/,Analytics|Market Research|Technology,1550000,operating,CHE,15,CHE - Other,Saint Gallen,2,01-01-2013,02-05-2014,08-09-2015
/organization/andigilog,Andigilog,http://www.andigilog.com,Semiconductors,29600000,closed,USA,AZ,Phoenix,Tempe,4,01-01-1996,18-07-2003,20-02-2007
/organization/andoayudando-com,Andoayudando.com,,Corporate Wellness|Internet|Social Commerce,51347,closed,,,,,1,,03-01-2012,03-01-2012
/organization/andover-college-prep,Andover College Prep,http://andovered.com,Education,650000,operating,USA,CT,Hartford,Westport,1,01-01-2013,02-08-2012,02-08-2012
/organization/andover-education-2,Andover Education,http://www.andovered.com,Content Delivery|Education|Knowledge Management,3250000,operating,USA,CT,Hartford,Westport,1,17-07-2003,26-01-2015,26-01-2015
/organization/andre-phillipe,Andre Phillipe,http://andrephillipe.com,Fashion,50000,operating,USA,TX,Dallas,Little Elm,1,01-01-2013,09-12-2013,09-12-2013
/organization/andrew-alliance,Andrew Alliance,http://andrewalliance.com,Business Services|Life Sciences|Robotics,-,operating,CHE,7,Geneva,Genève,1,01-03-2011,05-08-2014,05-08-2014
/organization/andrew-michaels-ltd,Andrew Michaels Ltd,,Manufacturing,-,operating,CAN,,,,1,01-04-2010,19-06-2014,19-06-2014
/organization/andrew-technologies,Andrew Technologies,http://hydrasolve.com,Biotechnology,13261453,operating,USA,CA,"Orange County, California",Tustin,2,01-01-2007,24-03-2011,30-05-2013
/organization/andrews-consulting-group,Andrews Consulting Group,http://www.andrewscg.com,Software,1000000,operating,USA,CT,Hartford,Cheshire,1,,21-08-2012,21-08-2012
/organization/andrews-education,Andrews Education,,Education|Sports|Young Adults,1000000,operating,,,,,1,01-01-2010,01-01-2010,01-01-2010
/organization/andro-diagnostics,Andro Diagnostics,,Biotechnology|Health Diagnostics,1307000,operating,USA,TX,Houston,Galveston,1,01-01-2007,27-09-2010,27-09-2010
/organization/androbiosys,AndroBioSys,http://www.androbiosys.com,Biotechnology,500000,operating,USA,NY,New York City,New York,1,,09-01-2009,09-01-2009
/organization/androcial,Androcial,http://www.androcial.com,Advertising,193888,operating,,,,,1,01-07-2012,21-01-2013,21-01-2013
/organization/android-app-review-source,Android App Review Source,http://www.androidappreviewsource.com,Mobile,-,operating,USA,FL,Miami,Miami,1,11-01-2009,28-04-2014,28-04-2014
/organization/androjek,AndroJek,http://androjek.com,Biotechnology,400000,closed,USA,MO,Kansas City,Independence,1,01-06-2008,17-11-2011,17-11-2011
/organization/andromeda-web-development-llc,Andromeda Web Development,http://www.andromedawebdev.com/,Consulting,-,operating,USA,OR,Eugene,Eugene,1,13-11-2012,01-12-2012,01-12-2012
/organization/andromedia,Andromedia,,Audio|Graphics|Video,-,operating,,,,,1,,01-03-1999,01-03-1999
